uid,recommendations
9926,"['Junjou Romantica', 'Hybrid Child', 'Love Stage!!', 'Bakuman.', 'Dakaretai Otoko 1-i ni Odosarete Imasu.', 'Tight-rope', 'Gekkan Shoujo Nozaki-kun', 'Koisuru Boukun', 'Kono Danshi, Ningyo Hiroimashita.', 'Gakuen Heaven', 'Doukyuusei (Movie)', 'Servant x Service', 'Hitorijime My Hero', 'Super Lovers', 'Strawberry Panic', 'Ikoku Irokoi Romantan', 'Yebisu Celebrities 1st', 'Gravitation', 'Doujin Work', 'Sex Pistols', 'Skip Beat!', 'Junjou Romantica 2', 'Ao Haru Ride']"
7870,['MM! Specials']
1384,"['Jigoku Shoujo', 'Makaryuudo Demon Hunter', 'Petshop of Horrors', 'Karakuri no Kimi', 'Kikoushi Enma', 'Shamanic Princess', 'Makai Toshi Shinjuku', '3x3 Eyes']"
38412,"['Cike Wu Liuqi', 'Gudetama', 'Mameshiba']"
1550,"['Haikyuu!!', 'Ashita no Joe', 'Tiger Mask']"
39355,"['Senkaiden Houshin Engi', 'Black Clover', 'Tsugu Tsugumomo', 'Ao no Exorcist', 'One Piece', 'Hunter x Hunter (2011)', 'Blue Dragon']"
40075,"['Stand My Heroes: Piece of Truth', 'Amnesia', 'Brothers Conflict']"
50891,"['Bokura no', 'High School DxD', 'Planet With', 'Baraou no Souretsu']"
38250,"['Nichijou', 'Ling Qi', 'Junjou Romantica', 'Wei, Kanjian Erduo La!', 'Honobono Log']"
32998,"['Baccano!', 'Banana Fish', 'Gangsta.', 'Vinland Saga', 'Gungrave', 'Joker Game', 'Phantom: Requiem for the Phantom', 'Code Geass: Hangyaku no Lelouch', 'Death Note', 'Kuroshitsuji', 'Gankutsuou', 'Zankyou no Terror', 'Yuukoku no Moriarty', 'Black Lagoon', 'Monster', 'JoJo no Kimyou na Bouken Part 5: Ougon no Kaze', 'Tokyo Ghoul', 'Princess Principal', 'Darker than Black: Kuro no Keiyakusha', 'Bungou Stray Dogs', 'Tokyo Revengers', 'Classroom☆Crisis', 'Fate/Zero', 'Kage no Jitsuryokusha ni Naritakute!', 'Cowboy Bebop', 'Black Fox', 'Afro Samurai', 'Shingeki no Kyojin: Kuinaki Sentaku', 'Shokei Shoujo no Virgin Road', 'Golden Kamuy', 'Kuroshitsuji: Book of Murder', 'B: The Beginning', 'Fugou Keiji: Balance:Unlimited', 'Dorohedoro', 'Inuyashiki', 'Ninja Slayer From Animation', 'Zetsuen no Tempest', 'Senkou no Night Raid', 'Shouwa Genroku Rakugo Shinjuu', 'Kidou Senshi Gundam: The Origin', 'Altered Carbon: Resleeved', 'Ajin', 'Boku dake ga Inai Machi', 'Rainbow: Nisha Rokubou no Shichinin', 'Hakata Tonkotsu Ramens', 'Owari no Seraph', 'Youjo Senki', 'Shuumatsu no Izetta', 'Tiger & Bunny', 'Psycho-Pass']"
31637,"['Sword Art Online: Alicization - War of Underworld', 'Tensei shitara Slime Datta Ken', 'Cross Ange: Tenshi to Ryuu no Rondo', 'Log Horizon 2nd Season', 'Nejimaki Seirei Senki: Tenkyou no Alderamin', 'Overlord II', 'Zero no Tsukaima', 'Yuan Long']"
50854,"['Dungeon Meshi', 'Nichijou', 'Baccano!', 'Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Hataage! Kemono Michi', 'Level 1 dakedo Unique Skill de Saikyou desu', 'Tondemo Skill de Isekai Hourou Meshi', 'Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu', 'Isekai Ojisan']"
33047,"['Mahou Shoujo Madoka★Magica', 'Bakemonogatari', 'Shoujo Shuumatsu Ryokou', 'Guilty Crown', 'Satsuriku no Tenshi', 'Texhnolyze', 'The SoulTaker: Tamashii-gari', 'Monogatari Series: Second Season', 'Black★Rock Shooter (TV)', 'Takt Op. Destiny', 'Serial Experiments Lain']"
3009,"['Kinnikuman', 'Ashita no Joe', 'Sekai de Ichiban Tsuyoku Naritai!', 'Aikatsu!', 'Grappler Baki (TV)', 'Attack No.1', 'Kurenai Sanshirou', 'Hajime no Ippo', 'Hokuto no Ken']"
42361,"['Uzaki-chan wa Asobitai!', 'Karakai Jouzu no Takagi-san', 'Sono Bisque Doll wa Koi wo Suru', 'Koi to Yobu ni wa Kimochi Warui', 'Jahy-sama wa Kujikenai!', 'B-gata H-kei', 'Kanojo, Okarishimasu', 'Yofukashi no Uta', 'Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen', 'Komi-san wa, Comyushou desu.', 'Tonikaku Kawaii', 'Great Teacher Onizuka', 'Tejina-senpai', 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai', 'Boku no Kokoro no Yabai Yatsu', 'Gleipnir', 'Shinigami Bocchan to Kuro Maid', 'Karakai Jouzu no Takagi-san 2', 'Oshiete! Galko-chan', 'Dance Dance Danseur', 'Orange', 'Peach Girl', 'Dosanko Gal wa Namara Menkoi', 'Aku no Hana', 'Toradora!', 'Hajimete no Gal', 'Boku no Tonari ni Ankoku Hakaishin ga Imasu.', 'Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai', 'Soredemo Ayumu wa Yosetekuru', 'Kubo-san wa Mob wo Yurusanai']"
8934,"['Tengen Toppa Gurren Lagann', 'Captain Earth', 'Mawaru Penguindrum', 'Shoujo☆Kageki Revue Starlight', 'Code Geass: Hangyaku no Lelouch', 'Darling in the FranXX', 'Aquarion Evol', 'RahXephon', 'Shoujo Kakumei Utena', 'Kill la Kill', 'IS: Infinite Stratos', 'Macross F', 'Kidou Butouden G Gundam', 'Ouran Koukou Host Club', 'Guilty Crown', 'Kidou Senshi Gundam: Suisei no Majo', 'Senki Zesshou Symphogear', 'Project Zeorymer', 'Gundam Build Fighters', 'Mirai Nikki (TV)', 'Gundam Build Fighters Try', 'Aquarion Logos', 'Dog Days', 'Koukyoushihen Eureka Seven', 'Sacred Seven', 'Sekai Seifuku: Bouryaku no Zvezda', 'Blood-C', 'Durarara!!', 'Gun x Sword', 'Koukaku no Regios', 'Isekai no Seikishi Monogatari', 'Saint Seiya Omega', 'Heroman', 'Hagure Yuusha no Aesthetica']"
49202,['Mignon']
8577,"['Yosuga no Sora', 'Swing Out Sisters (2014)', 'Netsuzou TRap', 'Strawberry Panic', 'Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!', 'Nisemonogatari', 'Kiss x Sis', 'Boku wa Imouto ni Koi wo Suru']"
5307,"['Uchuu no Stellvia', 'Kiddy GiRL-AND', 'Mouretsu Pirates', 'Rakuen Tsuihou', 'Code Geass: Hangyaku no Lelouch R2', 'Aoi Umi no Tristia']"
44204,"['Undead Girl Murder Farce', 'Mononogatari', 'Noragami']"
49730,['Pokemon Generations']
10464,"['Inou-Battle wa Nichijou-kei no Naka de', 'Seitokai Yakuindomo']"
2785,['Hamelin no Violin Hiki']
34798,"['Non Non Biyori', 'K-On!', 'Sora yori mo Tooi Basho', 'Yama no Susume', 'Super Cub', 'Houkago Teibou Nisshi', 'Koisuru Asteroid', 'Aria the Animation', 'Slow Loop', 'Shoujo Shuumatsu Ryokou', 'Do It Yourself!!', 'K-On!!', 'Hakumei to Mikochi', 'Bocchi the Rock!', 'Tanaka-kun wa Itsumo Kedaruge', 'Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita', 'Yuru Yuri Nachuyachumi!', 'Amanchu!', 'Flying Witch', 'Long Riders!', 'Endro~!', 'Comic Girls', 'Yaku nara Mug Cup mo', 'Gin no Saji', 'Machikado Mazoku', 'Mushishi', 'Sounan desu ka?', 'Blend S', ""Sketchbook: Full Color's"", 'Lucky☆Star', 'New Game!', 'Yokohama Kaidashi Kikou', 'Tondemo Skill de Isekai Hourou Meshi', 'Yama no Susume Third Season', 'Yama no Susume Second Season', 'Hanasaku Iroha', 'Hidamari Sketch', 'Emiya-san Chi no Kyou no Gohan', 'Koufuku Graffiti', 'Tamayura', '3-gatsu no Lion', 'Sewayaki Kitsune no Senko-san', 'Tamayura: Hitotose', 'One Off', 'Wakaba*Girl', 'Gakkougurashi!', 'Akebi-chan no Sailor-fuku', 'Shakunetsu no Takkyuu Musume', 'Non Non Biyori Nonstop', 'Isekai Shokudou', 'Harem Camp!', 'Mou Ippon!', 'Shiroi Suna no Aquatope', 'Asobi Asobase', 'Hataraku Saibou', 'Hyouka', 'Eizouken ni wa Te wo Dasu na!', 'Kimi to Boku.', 'Tonikaku Kawaii', 'Anne Happy♪', 'Kiniro Mosaic', 'Sakura Quest', 'Beelzebub-jou no Okinimesu mama.', 'Barakamon', 'Kimi wa Houkago Insomnia', 'Little Witch Academia (TV)', 'Yokohama Kaidashi Kikou: Quiet Country Cafe', 'Kino no Tabi: The Beautiful World', 'Urara Meirochou', 'Hinako Note', 'Dumbbell Nan Kilo Moteru?', 'Aiura', 'Maiko-san Chi no Makanai-san', 'Sora no Manimani', 'Amaama to Inazuma', 'Blue Period', 'Gochuumon wa Usagi desu ka?', 'Yuru Yuri', 'Kemono Friends', 'Ichigo Mashimaro', 'Yuru Camp△ Season 2', 'Ookami to Koushinryou', 'Amanchu! Advance', 'Ramen Daisuki Koizumi-san', 'Gin no Saji 2nd Season', 'Stella no Mahou']"
50631,"['Saiki Kusuo no Ψ-nan 2', 'Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen']"
49613,"['Tsuki ga Michibiku Isekai Douchuu', 'Mashle', 'Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi']"
4801,"['Jikuu Tantei Genshi-kun', 'Pokemon']"
6773,"['Zero no Tsukaima: Futatsuki no Kishi', 'Zero no Tsukaima', 'Zero no Tsukaima F', 'Death Note', 'Shingeki no Kyojin: The Final Season', 'Fairy Tail', 'Toradora!', 'Rekka no Honoo', 'Fate/Zero', 'Kaze no Stigma', 'Itsuka Tenma no Kuro Usagi', 'Nurarihyon no Mago: Sennen Makyou', 'Samurai Deeper Kyou']"
39024,"['Xinghe Zhizun', 'Jiu Tian Xuan Di Jue', 'Shen Yin Wangzuo', 'Douluo Dalu II: Jueshi Tangmen', 'Da Wang Rao Ming', 'Tunshi Xingkong', 'Doupo Cangqiong', 'Douluo Dalu', 'Xingchen Bian', 'Yao Shen Ji']"
1917,['Natsume Yuujinchou']
4451,"['Koi Kaze', 'Hige wo Soru. Soshite Joshikousei wo Hirou.', 'Kyoukasho ni Nai!', 'Rec']"
4719,"['Ikkitousen', 'Seikon no Qwaser', 'Koihime†Musou', 'Freezing', 'Eiken: Eikenbu yori Ai wo Komete', 'Sekirei', 'Bikini Warriors', 'Shin Koihime†Musou: Otome Tairan', 'Renkin San-kyuu Magical? Pokaan', 'Kaifuku Jutsushi no Yarinaoshi', 'Shaman King', 'Fate/stay night', 'Manyuu Hikenchou', 'Claymore', 'Nishi no Yoki Majo: Astraea Testament', 'Hyakka Ryouran: Samurai Girls', 'Abenobashi Mahou☆Shoutengai', 'Valkyrie Drive: Mermaid', 'Ishuzoku Reviewers', 'Blade & Soul']"
38080,"['Chihayafuru', 'Mashiro no Oto', 'Shigatsu wa Kimi no Uso', 'Hibike! Euphonium', 'IDOLiSH7', 'Tsurune: Kazemai Koukou Kyuudou-bu', '3-gatsu no Lion', 'Fruits Basket 1st Season', 'ReLIFE', 'Given', 'Haikyuu!!', 'Carole & Tuesday', 'Sakamichi no Apollon', 'Kamisama ni Natta Hi', 'K-On!', 'Blue Period', 'Kaichou wa Maid-sama!', 'Tari Tari', 'Kageki Shoujo!!', 'Kaze ga Tsuyoku Fuiteiru', 'Sono Bisque Doll wa Koi wo Suru', 'IDOLiSH7 Second Beat!', 'Dance Dance Danseur', 'Tonikaku Kawaii', 'Blue Giant', 'Ao no Orchestra', 'Shokugeki no Souma: Gou no Sara', 'Kimi ni Todoke', 'Beck', 'Shouwa Genroku Rakugo Shinjuu', 'Kabuki-bu!', 'K-On!!', 'Haikyuu!! To the Top Part 2', 'Major S3', 'Piano no Mori (TV)', 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai', 'Nodame Cantabile', 'Runway de Waratte', '3-gatsu no Lion 2nd Season', 'Senryuu Shoujo', 'HaruChika: Haruta to Chika wa Seishun suru', 'Ore wo Suki nano wa Omae dake ka yo', 'Hoshiai no Sora']"
5476,['The Embryo Develops into a Fetus']
34052,"['30-sai no Hoken Taiiku', 'Mairimashita! Iruma-kun', 'Kingyo Chuuihou!']"
1548,"['Ginga Tetsudou 999', 'Uchuu Kaizoku Captain Herlock']"
34973,"['The iDOLM@STER Cinderella Girls', 'K-On!', 'Hibike! Euphonium', 'The iDOLM@STER']"
40178,"['Hello World', 'Shelter (Music)', 'Shingeki no Kyojin']"
2105,"['Air', 'X', 'Jinrui wa Suitai Shimashita', 'InuYasha', 'Katekyou Hitman Reborn!', 'Hakkenden: Touhou Hakken Ibun', 'Mawaru Penguindrum', 'Jigoku Shoujo', 'Shoujo Kakumei Utena', 'Kamichu!', 'xxxHOLiC', 'Air Movie', 'Yami to Boushi to Hon no Tabibito']"
526,"['Fantastic Children', 'Ayashi no Ceres', 'Earthian', 'Paradise Kiss', 'Ouran Koukou Host Club', 'Elfen Lied', 'Shinsekai yori', 'Tenshi Kinryouku', 'Deimos no Hanayome: Ran no Kumikyoku', 'Gakuen Heaven', 'Macross Plus', 'Pale Cocoon']"
23587,"['Love Live! Sunshine!!', 'Love Live! School Idol Project', 'AKB0048', 'Wake Up, Girls!', 'Baby Princess 3D Paradise 0 [Love]', 'Love Live! Sunshine!! 2nd Season', 'The iDOLM@STER', 'Kaleido Star', 'Spy Kyoushitsu', '22/7']"
42111,['Gintama']
40897,['Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho']
21431,"['Elfen Lied', 'Sekirei', 'Ushinawareta Mirai wo Motomete', 'Date A Live', 'Charlotte', 'Akame ga Kill!', 'Claymore', 'Another', 'Kemeko Deluxe!', 'Grisaia no Kajitsu', 'Canaan', 'Denpa Onna to Seishun Otoko', 'Pandora Hearts', 'Angel Beats!', 'Highschool of the Dead', 'Hitsugi no Chaika', 'Deadman Wonderland', 'Shinsekai yori', 'Suzumiya Haruhi no Yuuutsu (2009)', 'ChäoS;Child', 'Toaru Majutsu no Index', 'Alice to Zouroku', 'Black Bullet', 'Strike the Blood', 'Bakemonogatari', 'Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?', 'Sora no Otoshimono', 'Shiki', 'Crystal Blaze', 'Btooom!', 'Cross Game', 'Freezing', 'Dansai Bunri no Crime Edge']"
5071,['Dragon Ball']
2516,"['Top wo Nerae! Gunbuster', 'Soukou Kihei Votoms', 'Gunparade March: Arata Naru Kougunka', 'Blue Gender']"
39634,['Dragon Ball']
8890,['Kounai Shasei']
41074,['Metal Fight Beyblade 4D']
42295,"['Kai Byoui Ramune', 'Mushishi']"
22199,"['Nanatsu no Taizai', 'Akudama Drive', 'Shingeki no Kyojin', 'Cyberpunk: Edgerunners', 'Tokyo Ghoul', 'Code Geass: Hangyaku no Lelouch', 'Mirai Nikki (TV)', 'Kill la Kill', 'Fullmetal Alchemist: Brotherhood', 'Goblin Slayer', 'Owari no Seraph', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Ansatsu Kyoushitsu', 'Guilty Crown', 'Death Note', 'Black Bullet', 'High School DxD', 'Tokyo Ghoul √A', 'Another', 'Black Lagoon', 'Claymore', 'Kimetsu no Yaiba', 'Hunter x Hunter (2011)', 'Angel Beats!', 'Akatsuki no Yona', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Rokka no Yuusha', 'Deadman Wonderland', 'Madan no Ou to Vanadis', 'Chaos Dragon: Sekiryuu Seneki', 'Gokukoku no Brynhildr', 'Gantz', 'Hitsugi no Chaika', 'Ragna Crimson', '86', 'Kenpuu Denki Berserk', 'Bungou Stray Dogs', 'Elfen Lied', 'Vinland Saga', 'Cross Ange: Tenshi to Ryuu no Rondo', 'Highschool of the Dead', 'Tengen Toppa Gurren Lagann', 'Sword Art Online', 'Fate/Zero', 'Soul Eater', 'Darling in the FranXX', 'Psycho-Pass', 'Shingeki no Bahamut: Virgin Soul', 'K', 'Grancrest Senki', 'Darker than Black: Kuro no Keiyakusha', 'Ao no Exorcist', 'Charlotte', 'Overlord', 'Mahou Shoujo Madoka★Magica', 'Fate/Apocrypha', 'Fairy Tail', 'Chainsaw Man', 'Shingeki no Bahamut: Genesis', 'Katanagatari', 'Ga-Rei: Zero', 'One Piece', 'Mushibugyou', 'Basilisk: Kouga Ninpou Chou', 'Bleach', 'Blood-C', 'Densetsu no Yuusha no Densetsu', 'Sekai Seifuku: Bouryaku no Zvezda', 'Kaifuku Jutsushi no Yarinaoshi', 'Kage no Jitsuryokusha ni Naritakute!', 'Magi: The Kingdom of Magic', 'Code:Breaker', 'Panty & Stocking with Garterbelt', 'Banana Fish', 'Hametsu no Oukoku', 'Shiki', 'Ken En Ken: Aoki Kagayaki', 'Kiseijuu: Sei no Kakuritsu', 'Black Cat (TV)', 'Dragon Ball Z', 'Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?', 'Hellsing', 'Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet', 'Soukihei MD Geist 2: Death Force', 'Murder Princess', 'Magi: The Labyrinth of Magic', 'Afro Samurai', 'Yakusoku no Neverland', 'Juuni Taisen', 'Inuyashiki', 'Fate/Zero 2nd Season', 'Shingeki no Kyojin: The Final Season Part 2', 'Sekirei', 'Plunderer', 'Orange', 'Bokura no', 'Devils Line', 'The God of High School', 'Gantz:O', 'JoJo no Kimyou na Bouken Part 3: Stardust Crusaders', 'Killing Bites', 'Soukihei MD Geist', 'Drifters', 'Made in Abyss', 'Dorohedoro', ""Darwin's Game"", 'Re:Creators', 'Bubuki Buranki', 'Angel Cop', 'Soredemo Sekai wa Utsukushii', 'Nee, Chanto Shiyou Yo!', 'Ribbon no Kishi', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Divine Gate', 'Absolute Duo', 'Campione! Matsurowanu Kamigami to Kamigoroshi no Maou', 'Senkaiden Houshin Engi', 'Arata Kangatari', 'X-Men', 'Arslan Senki (TV)', 'C: The Money of Soul and Possibility Control', 's.CRY.ed', 'Senyuu.', 'Phantom: Requiem for the Phantom', 'Triage X', 'Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru', 'Garo: Honoo no Kokuin', 'Mahou Shoujo Ikusei Keikaku', 'Hitsugi no Chaika: Avenging Battle', 'Canaan', 'Taboo Tattoo', 'Oda Nobuna no Yabou', 'Accel World', 'Windaria', 'Kurozuka', 'Blood-C: The Last Dark', 'Hokuto no Ken 2', 'Akuma no Riddle', 'JoJo no Kimyou na Bouken (TV)', 'Gyakkyou Burai Kaiji: Ultimate Survivor', ""Tales of Symphonia The Animation: Tethe'alla-hen"", 'Shijou Saikyou no Deshi Kenichi', 'Busou Renkin', 'One Punch Man', 'Hai to Gensou no Grimgar', 'Koutetsujou no Kabaneri', 'Naruto: Shippuuden']"
31777,"['Ore, Tsushima', 'Yoru wa Neko to Issho', 'Kremlin', 'Poyopoyo Kansatsu Nikki', ""Chi's Sweet Home""]"
1808,"['Gakuen Alice', 'Shugo Chara!', 'Cardcaptor Sakura', 'Kirarin☆Revolution', 'Kamikaze Kaitou Jeanne', 'Nanatsu-iro★Drops', 'Bishoujo Senshi Sailor Moon', 'Ai Tenshi Densetsu Wedding Peach', 'Shin Shirayuki-hime Densetsu Prétear', 'Pita Ten', 'Matantei Loki Ragnarok', 'Fruits Basket', 'Mahoutsukai no Yome', 'Kamisama Hajimemashita', 'Bishoujo Senshi Sailor Moon Crystal', 'Tokyo Mew Mew', 'Fushigiboshi no☆Futagohime', 'Kaitou Saint Tail', 'Kamichu!', 'Mermaid Melody Pichi Pichi Pitch', 'MÄR', 'Kage kara Mamoru!', 'Akachan to Boku', 'Karin']"
13161,"['Hataraku Maou-sama!', 'High School DxD', 'Mahouka Koukou no Rettousei', 'Kaze no Stigma', 'Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?', 'Campione! Matsurowanu Kamigami to Kamigoroshi no Maou', 'Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.', 'Ichiban Ushiro no Daimaou', 'Shinmai Maou no Testament', 'Trinity Seven', 'Densetsu no Yuusha no Densetsu', 'No Game No Life', 'Freezing', 'Rakudai Kishi no Cavalry', 'Isekai no Seikishi Monogatari', 'Maoyuu Maou Yuusha', 'Plunderer', 'Seiken Tsukai no World Break', 'Bastard!! Ankoku no Hakaishin', 'Toaru Majutsu no Index', 'Ayakashi', 'Hundred', 'Seireitsukai no Blade Dance', 'Sword Art Online', 'Shokugeki no Souma', 'Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou', 'Hokuto no Ken', 'Busou Shoujo Machiavellianism', 'Gakusen Toshi Asterisk', 'One Punch Man', 'Strike the Blood', 'Needless', 'Rosario to Vampire', 'Sentouin, Hakenshimasu!', 'Machine-Doll wa Kizutsukanai', 'Kuusen Madoushi Kouhosei no Kyoukan', 'Aoi Sekai no Chuushin de', 'Star Driver: Kagayaki no Takuto', 'Zero no Tsukaima', 'Dog Days', 'Kyoukaisenjou no Horizon', 'Night Wizard', 'Brave 10', 'Maji de Watashi ni Koi Shinasai!', 'Nanatsu no Taizai', 'Ao no Exorcist', 'Koukaku no Regios', 'Sora no Otoshimono Forte', 'Madan no Ou to Vanadis']"
48643,"['Kishuku Gakkou no Juliet', 'Katsute Mahou Shoujo to Aku wa Tekitai shiteita.', 'Oroka na Tenshi wa Akuma to Odoru', 'Sono Bisque Doll wa Koi wo Suru', 'Kaijin Kaihatsu-bu no Kuroitsu-san', 'Machikado Mazoku', 'Sentai Daishikkaku', 'Kyuujitsu no Warumono-san', 'Kawaii dake ja Nai Shikimori-san', 'Yoru no Yatterman', 'SSSS.Gridman', 'Tokumu Sentai Shinesman', 'Kidou Senshi Gundam: Dai 08 MS Shoutai', 'Nisekoi', 'One Punch Man', 'Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen']"
38009,"['Love Live! School Idol Project', 'Show By Rock!!', 'Girls & Panzer', 'BanG Dream!', 'Ochikobore Fruit Tart', 'Hanayamata', 'Cue!', '22/7', 'Love Live! Sunshine!!', 'K-On!']"
799,"['Aria the Animation', 'Gokujou Seitokai', 'R.O.D: The TV', 'So Ra No Wo To', 'Tamayura: Hitotose', 'Yuru Yuri', 'Fruits Basket', 'Aishiteruze Baby★★', 'Piano (TV)', 'Aria the Natural', 'Yuru Yuri♪♪', 'Aria the Origination', 'Kamichu!']"
31953,"['Shirobako', 'Comic Girls', 'Stella no Mahou', 'Kobayashi-san Chi no Maid Dragon', 'Blend S', 'Yuru Yuri', 'K-On!', 'Saenai Heroine no Sodatekata', 'Senpai ga Uzai Kouhai no Hanashi', 'Gochuumon wa Usagi desu ka?', 'Yuru Camp△', 'Working!!', 'Gi(a)rlish Number', 'No Game No Life', 'Gamers!', 'Konohana Kitan', 'Urara Meirochou', 'Gabriel DropOut', 'Bokutachi no Remake', 'Working!!!', 'Anima Yell!', 'Flying Witch', 'RPG Fudousan', 'Houkago Teibou Nisshi', '16bit Sensation: Another Layer', 'Watashi ni Tenshi ga Maiorita!', 'Netoge no Yome wa Onnanoko ja Nai to Omotta?', 'Kuma Kuma Kuma Bear', 'Sakura-sou no Pet na Kanojo', 'Takunomi.', 'Kiniro Mosaic', 'Sakura Trick', 'Fune wo Amu', 'Gakkougurashi!', 'Sabage-bu!', 'Mangirl!', 'Hataraki Man', 'Bakuman.', 'Sansha Sanyou', 'Anne Happy♪', 'Ore Monogatari!!', 'Hanasaku Iroha', 'High School Fleet', 'Sore ga Seiyuu!', 'Eroge! H mo Game mo Kaihatsu Zanmai', 'Servant x Service', 'K-On!!']"
26351,"['Clannad', 'Toradora!', 'Violet Evergarden', 'Shingeki! Kyojin Chuugakkou', 'Inou-Battle wa Nichijou-kei no Naka de', 'Acchi Kocchi', 'Angel Beats!', 'Kyoukai no Kanata']"
38284,['gdgd Fairies']
3822,['Alps no Shoujo Heidi']
15895,"['Sugar*Soldier', 'Toradora!', 'Suki tte Ii na yo.', 'Nanairo Kakumei', 'Yamato Nadeshiko Shichihenge♥', 'Fruits Basket', 'Nagareboshi Lens', 'Tokyo Marble Chocolate', 'Romantica Clock']"
36613,['Tsuru Shitae Waka Kan']
9598,"['Boku no Imouto wa ""Osaka Okan""', 'Aa! Megami-sama! (TV)', 'High Score', 'Double-J', 'Ano Natsu de Matteru', 'Honto ni Atta! Reibai Sensei']"
44275,"['Idoly Pride', '22/7', 'Paradox Live the Animation', 'Love Live! School Idol Project']"
19369,"['Gate: Jieitai Kanochi nite, Kaku Tatakaeri', 'Kono Subarashii Sekai ni Shukufuku wo!', 'No Game No Life', 'Zero no Tsukaima', 'Dog Days', 'Ixion Saga DT', 'Hataraku Maou-sama!', 'Isekai wa Smartphone to Tomo ni.', 'Astarotte no Omocha!', 'Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?', 'Oda Nobuna no Yabou', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Death March kara Hajimaru Isekai Kyousoukyoku', 'Amagi Brilliant Park', 'NHK ni Youkoso!', 'Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.', 'Sekai Seifuku: Bouryaku no Zvezda', 'Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken', 'Macross', 'Saenai Heroine no Sodatekata', 'Maoyuu Maou Yuusha', 'Kami-tachi ni Hirowareta Otoko', 'Yao Jing Zhong Zhi Shou Ce', 'Isekai Suicide Squad', 'Wan Jie Shen Zhu', 'Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen', 'Maji de Watashi ni Koi Shinasai!', 'Isekai Ojisan', 'Log Horizon', 'Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!', 'Genshiken Nidaime', 'Ore no Imouto ga Konnani Kawaii Wake ga Nai', 'Denpa Kyoushi', 'Isekai no Seikishi Monogatari', 'Jinrui wa Suitai Shimashita', 'Hentai Ouji to Warawanai Neko.', 'Rosario to Vampire', 'Kore wa Zombie desu ka?', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Tsukuyomi: Moon Phase', 'Gintama', 'Lucky☆Star', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.', 'Date A Live', 'Choujigen Game Neptune The Animation']"
2333,"['Kaiketsu Zorro', 'Wanwan Sanjuushi', 'Versailles no Bara: Seimei Aru Kagiri Aishite', ""Le Chevalier D'Eon"", 'Versailles no Bara']"
52214,['Lapis Re:LiGHTs']
55358,"['SK∞', 'Wind Breaker', 'Nanbaka', 'Beelzebub', 'Kenka Dokugaku', 'Sakamichi no Apollon', 'Shijou Saikyou no Deshi Kenichi', 'Mob Psycho 100', 'Tokyo Revengers', 'JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', 'Kill la Kill', 'Magi: The Labyrinth of Magic', 'Yuu☆Yuu☆Hakusho']"
4439,"['Shinzou Ningen Casshern', 'Hurricane Polymar', 'Crying Freeman', 'Tiger Mask']"
1014,['Cardcaptor Sakura Movie 2: Fuuin Sareta Card']
5189,['Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X']
2475,"['Hametsu no Mars', 'Devilman: Crybaby']"
28283,"['Gifuu Doudou!!: Kanetsugu to Keiji', 'Hakuouki', 'Donten ni Warau', 'Sengoku Basara', 'Madan no Ou to Vanadis']"
