uid,titles,genre,aired,episodes,members,popularity,ranked,score,url
53726,"['Ashuai 7th Season', '阿衰 第七季']",['Comedy'],2022-01-29 - 2022-05-14,34,127,22513,18780,,https://myanimelist.net/anime/53726/Ashuai_7th_Season
53727,"['Ashuai 8th Season', '阿衰 第八季']",['Comedy'],2022-06-03 - 2022-01-01,34,123,22654,16125,,https://myanimelist.net/anime/53727/Ashuai_8th_Season
53728,"['Ashuai 9th Season', '阿衰 第九季']",['Comedy'],2022-11-11 - 2023-10-13,34,156,21780,16126,,https://myanimelist.net/anime/53728/Ashuai_9th_Season
53730,"['Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.', ""The other world doesn't stand a chance against the power of instant death"", '即死チートが最強すぎて、異世界のやつらがまるで相手にならないんですが。', 'My Instant Death Ability is So Overpowered, No One in This Other World Stands a Chance Against Me!']","['Action', 'Adventure', 'Comedy', 'Fantasy']",2024-01-05 - 2024-03-22,12,143701,1656,7632,6.38,https://myanimelist.net/anime/53730/Sokushi_Cheat_ga_Saikyou_sugite_Isekai_no_Yatsura_ga_Marude_Aite_ni_Naranai_n_desu_ga
53745,"['Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2017)', '磯部磯兵衛物語〜浮世はつらいよ〜']",['Comedy'],2017-03-06 - 2017-04-10,6,155,21818,20982,,https://myanimelist.net/anime/53745/Isobe_Isobee_Monogatari__Ukiyo_wa_Tsurai_yo_2017
53748,"['Saint Seiya: Knights of the Zodiac - Battle Sanctuary Part 2', 'Knights of the Zodiac: Saint Seiya 3rd Season', '聖闘士星矢：Knights of the Zodiac バトル・サンクチュアリ Part2', 'Saint Seiya: Knights of the Zodiac - Battle for Sanctuary Part 2']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2024-04-01 - 2024-06-11,12,2085,11517,7009,6.49,https://myanimelist.net/anime/53748/Saint_Seiya__Knights_of_the_Zodiac_-_Battle_Sanctuary_Part_2
53762,"['#Compass 2.0: Sentou Setsuri Kaiseki System', '#コンパス2.0 戦闘摂理解析システム']",[],2025-01-01 - Present,,702,15114,,,https://myanimelist.net/anime/53762/Compass_20__Sentou_Setsuri_Kaiseki_System
53770,"['Sentai Daishikkaku', 'Ranger Reject', '戦隊大失格', 'Go! Go! Loser Ranger!']","['Action', 'Sci-Fi']",2024-04-07 - 2024-06-30,12,148973,1606,2554,7.34,https://myanimelist.net/anime/53770/Sentai_Daishikkaku
53776,"['Romi Xiong Yu Dami Tu 2nd Season', '罗米熊与丹米兔']",['Fantasy'],2019-01-01 - Present,13,64,26606,20839,,https://myanimelist.net/anime/53776/Romi_Xiong_Yu_Dami_Tu_2nd_Season
53787,"['AI no Idenshi', 'AIの遺電子', 'The Gene of AI']","['Drama', 'Sci-Fi', 'Suspense']",2023-07-08 - 2023-09-30,12,46567,3353,6755,6.53,https://myanimelist.net/anime/53787/AI_no_Idenshi
53802,"['2.5-jigen no Ririsa', 'Nigoriri', '2.5-jigen no Yuuwaku', 'Ririsa of 2.5 Dimension', '2.5次元の誘惑', '2.5 Dimensional Seduction']","['Comedy', 'Ecchi']",2024-07-05 - Present,24,100328,2156,3847,7.09,https://myanimelist.net/anime/53802/25-jigen_no_Ririsa
53830,"['Poporisu & Friends', 'ぽぽりす＆フレンズ']",['Slice of Life'],2021-12-24 - 2022-12-16,2,187,21165,18022,,https://myanimelist.net/anime/53830/Poporisu___Friends
53833,"['Watashi no Oshi wa Akuyaku Reijou.', ""I'm in Love with the Villainess"", 'WataOshi', '私の推しは悪役令嬢。', ""I'm in Love with the Villainess""]","['Comedy', 'Fantasy', 'Girls Love']",2023-10-03 - 2023-12-19,12,117251,1932,2542,7.34,https://myanimelist.net/anime/53833/Watashi_no_Oshi_wa_Akuyaku_Reijou
53835,"['Unnamed Memory', 'Unnamed Memory', 'Unnamed Memory']","['Adventure', 'Fantasy', 'Romance']",2024-04-09 - 2024-06-25,12,120822,1888,5897,6.68,https://myanimelist.net/anime/53835/Unnamed_Memory
53848,"['Megumi no Daigo: Kyuukoku no Orange', 'め組の大吾 救国のオレンジ', 'Firefighter Daigo: Rescuer in Orange']","['Action', 'Drama']",2023-09-30 - 2024-03-23,23,28357,4290,5883,6.68,https://myanimelist.net/anime/53848/Megumi_no_Daigo__Kyuukoku_no_Orange
53852,"['Li Shi Zhentan Shiwusuo: A Day in Lungmen', 'Lee Tantei Jimusho', 'リー探偵事務所', '鲤氏侦探事务所', ""Lee's Detective Agency: A Day in Lungmen""]","['Comedy', 'Mystery']",2022-12-23 - 2023-02-03,6,5028,8740,6695,6.54,https://myanimelist.net/anime/53852/Li_Shi_Zhentan_Shiwusuo__A_Day_in_Lungmen
53856,"['Shouhu Lian Meng ROY6: Baobao Senlin de Maoxian', '守护联萌ROY6之抱抱森林的冒险']",['Slice of Life'],2021-09-22 - 2021-11-10,8,106,23340,13855,,https://myanimelist.net/anime/53856/Shouhu_Lian_Meng_ROY6__Baobao_Senlin_de_Maoxian
53859,"['Wan Sheng Jie 4', 'All Saints Street 4', '万圣街4', 'All Saints Street 4']","['Comedy', 'Fantasy']",2023-07-05 - 2023-07-15,12,5559,8407,1022,7.8,https://myanimelist.net/anime/53859/Wan_Sheng_Jie_4
53865,"['Yozakura-san Chi no Daisakusen', 'Mission of Yozakura family', '夜桜さんちの大作戦', 'Mission: Yozakura Family']","['Action', 'Comedy']",2024-04-07 - 2024-10-06,27,105635,2080,3104,7.24,https://myanimelist.net/anime/53865/Yozakura-san_Chi_no_Daisakusen
53868,"['Yudatte Saikоu! Revice Anime Yukemuri Paradise A Go! Go!', 'ゆだって最高！リバイスアニメ湯けむりパラダイス A GO！GO！', 'Boiling is the Best! Revice Anime: Steam Paradise A Go! Go!']","['Comedy', 'Supernatural']",2022-04-08 - 2023-07-30,5,124,22644,15645,,https://myanimelist.net/anime/53868/Yudatte_Saikоu_Revice_Anime_Yukemuri_Paradise_A_Go_Go
53874,"['Pokemon: Mezase Pokemon Master', 'Pokemon: Aim to Be a Pokemon Master', 'ポケットモンスター めざせポケモンマスター', 'Pokémon: To Be a Pokémon Master']","['Action', 'Adventure', 'Comedy', 'Fantasy']",2023-01-13 - 2023-03-24,11,25489,4527,1635,7.57,https://myanimelist.net/anime/53874/Pokemon__Mezase_Pokemon_Master
53876,"['Pokemon (2023)', 'Pokémon: Liko to Roy no Tabidachi', 'Pocket Monsters: Liko to Roy no Tabidachi', 'Pokémon: Terapagos no Kagayaki', 'Pocket Monsters: Terapagos no Kagayaki', ""Pokemon Horizons: Liko and Roy's Departure"", ""Pokemon Horizons: Terapagos' Gleam"", 'ポケットモンスター(2023)', 'Pokémon Horizons: The Series']","['Action', 'Adventure', 'Comedy', 'Fantasy']",2023-04-14 - Present,,33073,4012,2288,7.4,https://myanimelist.net/anime/53876/Pokemon_2023
53879,"['Kamonohashi Ron no Kindan Suiri', 'Ron Kamonohashi: Deranged Detective', '鴨乃橋ロンの禁断推理', ""Ron Kamonohashi's Forbidden Deductions""]","['Comedy', 'Mystery']",2023-10-02 - 2023-12-25,13,134425,1746,1975,7.48,https://myanimelist.net/anime/53879/Kamonohashi_Ron_no_Kindan_Suiri
53881,"['Arknights: Touin Kiro', 'Arknights: Fuyukomori Kaerimichi', 'アークナイツ【冬隠帰路/PERISH IN FROST】', 'Arknights: Perish in Frost']","['Action', 'Fantasy']",2023-10-07 - 2023-11-25,8,46857,3336,1593,7.58,https://myanimelist.net/anime/53881/Arknights__Touin_Kiro
53887,"['Spy x Family Season 2', 'SPY×FAMILY Season 2']","['Action', 'Comedy']",2023-10-07 - 2023-12-23,12,531730,428,541,8.07,https://myanimelist.net/anime/53887/Spy_x_Family_Season_2
53889,"['Ao no Exorcist: Shimane Illuminati-hen', 'Buke Exorcist Season 3', 'Ao no Futsumashi', '青の祓魔師 島根啓明結社篇', 'Blue Exorcist: Shimane Illuminati Saga']","['Action', 'Supernatural']",2024-01-07 - 2024-03-24,12,145860,1637,4112,7.04,https://myanimelist.net/anime/53889/Ao_no_Exorcist__Shimane_Illuminati-hen
53893,"['From North Field', 'from North Field']",['Slice of Life'],2019-12-19 - 2020-12-17,2,190,21131,17469,,https://myanimelist.net/anime/53893/From_North_Field
53905,"['Cang Lan Jue Part 2', '苍兰诀 下部', 'Love Between Fairy and Devil Part 2']","['Comedy', 'Fantasy', 'Romance']",2022-12-23 - 2023-03-10,12,1799,11987,2249,7.41,https://myanimelist.net/anime/53905/Cang_Lan_Jue_Part_2
53907,"['Tom to Jerry (ONA)', 'とむとじぇりー', 'Tom and Jerry (ONA)']",['Comedy'],2022-11-11 - Present,,1280,13023,7874,6.34,https://myanimelist.net/anime/53907/Tom_to_Jerry_ONA
53910,"['Minami no Shima no Chiisana Hikouki Birdy', '南の島の小さな飛行機 バーディー']",['Adventure'],2005-12-26 - 2007-04-02,105,118,22832,19712,,https://myanimelist.net/anime/53910/Minami_no_Shima_no_Chiisana_Hikouki_Birdy
53912,"['Seiyuu Radio no Uraomote', 'The Two Sides of Voice Actor Radio', '声優ラジオのウラオモテ', 'The Many Sides of Voice Actor Radio']","['Comedy', 'Drama']",2024-04-10 - 2024-06-26,12,50344,3214,4367,6.98,https://myanimelist.net/anime/53912/Seiyuu_Radio_no_Uraomote
53919,"['Zhongguo Qi Tan', '中国奇谭', 'Yao-Chinese Folktales']",['Fantasy'],2023-01-01 - 2023-02-12,8,1345,12867,5786,6.7,https://myanimelist.net/anime/53919/Zhongguo_Qi_Tan
53924,"['Jibaku Shounen Hanako-kun 2', '地縛少年花子くん2', 'Toilet-Bound Hanako-kun Season 2']",['Supernatural'],2025-01-01 - Present,,28967,4250,,,https://myanimelist.net/anime/53924/Jibaku_Shounen_Hanako-kun_2
53955,"['Slime-tachi no Idobata Kaigi 2nd Season', 'スライムたちの井戸端会議']","['Comedy', 'Fantasy']",2022-12-19 - 2023-03-25,14,3064,10236,10875,5.76,https://myanimelist.net/anime/53955/Slime-tachi_no_Idobata_Kaigi_2nd_Season
53958,"['Kobayashi-san no Tsundere Kouza', 'Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san Mini Anime', 'Tsunlize Mini', '小林さんのツンデレ講座']","['Comedy', 'Fantasy', 'Romance']",2022-12-23 - 2023-03-26,15,886,14357,10807,5.77,https://myanimelist.net/anime/53958/Kobayashi-san_no_Tsundere_Kouza
53998,"['Bleach: Sennen Kessen-hen - Ketsubetsu-tan', 'Bleach: Thousand-Year Blood War Arc Part 2', 'BLEACH 千年血戦篇-訣別譚-', 'Bleach: Thousand-Year Blood War - The Separation']","['Action', 'Adventure', 'Supernatural']",2023-07-08 - 2023-09-30,13,306648,824,62,8.7,https://myanimelist.net/anime/53998/Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan
54013,"['Tenchi Muyou! GXP: Paradise Shidou-hen', '天地無用！GXP パラダイス始動編', 'Tenchi Muyo! GXP Paradise Starting']","['Action', 'Comedy', 'Mystery', 'Sci-Fi']",2023-05-26 - 2023-10-27,6,2765,10586,9030,6.13,https://myanimelist.net/anime/54013/Tenchi_Muyou_GXP__Paradise_Shidou-hen
54014,"['Li Linke de Xiao Guaner 2nd Season', '李林克的小馆儿  第二季', 'The Dining of Link Lee 2nd Season']","['Gourmet', 'Slice of Life']",2023-01-30 - 2023-03-27,10,638,15506,2517,7.35,https://myanimelist.net/anime/54014/Li_Linke_de_Xiao_Guaner_2nd_Season
54018,"['Guan Miao Shenmeshi', ""I Like How You Hate Me but Can't Get Rid of Me"", 'Jiu Xihuan Ni Kanbuguan Wo You Gan Bu Diao Wo De Yangzi', '关喵什么事', 'My Cat Hates Me']",['Comedy'],2023-01-02 - 2023-03-20,13,607,15701,6769,6.53,https://myanimelist.net/anime/54018/Guan_Miao_Shenmeshi
54021,"['Fangyu Quan Kai', '防御全开', 'Defense Fully Open']","['Action', 'Fantasy']",2022-12-28 - 2023-07-12,60,563,15995,7710,6.37,https://myanimelist.net/anime/54021/Fangyu_Quan_Kai
54028,"['Turkey!', 'Turkey!']",['Sports'],2025-01-01 - Present,,2967,10344,,,https://myanimelist.net/anime/54028/Turkey
54029,"['Wu Liuqi: Anying Suming', 'Cike Wuliuqi 4th Season', 'Ci Ke Wu Liu Qi 4th Season', 'Assassin Seven 4th Season', 'Killer Seven 4th Season', '伍六七之暗影宿命', 'Scissor Seven: Shadow Fate']","['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",2023-01-18 - 2023-03-15,10,25529,4524,442,8.16,https://myanimelist.net/anime/54029/Wu_Liuqi__Anying_Suming
54035,"['Huangjin Tingyuan: Dongri Li de Xinnian Yuanwang', '黄金庭院：冬日里的新年愿望', 'Golden Courtyard: New Year Wishes in Winter']",['Comedy'],2023-01-20 - 2023-01-21,2,3383,9938,1128,7.75,https://myanimelist.net/anime/54035/Huangjin_Tingyuan__Dongri_Li_de_Xinnian_Yuanwang
54040,"['Tousouchuu: Great Mission', '逃走中 グレートミッション', 'Run For Money: The Great Mission']","['Sci-Fi', 'Suspense']",2023-04-02 - Present,,5830,8206,11301,5.66,https://myanimelist.net/anime/54040/Tousouchuu__Great_Mission
54041,"['16bit Sensation: Another Layer', '16bitセンセーション ANOTHER LAYER', '16bit Sensation: Another Layer']","['Comedy', 'Sci-Fi']",2023-10-05 - 2023-12-28,13,54561,3076,4725,6.9,https://myanimelist.net/anime/54041/16bit_Sensation__Another_Layer
54042,"['Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai', ""Fate/Grand Order: Fujimaru Ritsuka Doesn't Get It"", 'Fate/Grand Order 藤丸立香はわからない', ""Fate/Grand Order: You've Lost Ritsuka Fujimaru""]",['Comedy'],2023-02-04 - 2023-07-30,33,6936,7653,2879,7.28,https://myanimelist.net/anime/54042/Fate_Grand_Order__Fujimaru_Ritsuka_wa_Wakaranai
54051,"['Dokan-kun Nanika no Ekaki Uta', '土管くん何かの絵描き歌']",['Comedy'],2007-10-06 - 2007-12-31,13,110,23170,17128,,https://myanimelist.net/anime/54051/Dokan-kun_Nanika_no_Ekaki_Uta
54052,"['Oshiete! Dokan-kun', '教えて！土管くん']",['Comedy'],2008-01-26 - 2008-03-22,6,122,22679,20307,,https://myanimelist.net/anime/54052/Oshiete_Dokan-kun
54055,"['Spookiz 2nd Season', '스푸키즈 시즌2']","['Comedy', 'Supernatural']",2016-02-10 - 2016-08-17,23,100,23659,14102,,https://myanimelist.net/anime/54055/Spookiz_2nd_Season
54058,"['Spookiz 3rd Season', '스푸키즈 시즌3']","['Comedy', 'Supernatural']",2019-02-01 - 2019-08-31,24,97,23848,14103,,https://myanimelist.net/anime/54058/Spookiz_3rd_Season
54059,"['Spookiz 4th Season', '스푸키즈 시즌4']","['Comedy', 'Supernatural']",2020-02-22 - 2021-01-30,12,142,22098,14104,,https://myanimelist.net/anime/54059/Spookiz_4th_Season
54061,"['Fei Ren Zai 2nd Season Part 2', '非人哉 第二季']","['Comedy', 'Supernatural']",2023-01-18 - 2023-03-22,12,457,16994,17382,,https://myanimelist.net/anime/54061/Fei_Ren_Zai_2nd_Season_Part_2
54062,"['Aria the Avvenire Sound Novel', 'Aria the Avvenire Picture Drama', 'ARIA The AVVENIRE サウンドノヴェル']","['Fantasy', 'Sci-Fi', 'Slice of Life']",2016-03-23 - 2016-06-24,4,528,16322,8005,6.31,https://myanimelist.net/anime/54062/Aria_the_Avvenire_Sound_Novel
54065,"['Xiao Li yu Hupo', 'The Koi Fish in love with the Cat Fairy', '小鲤与琥珀', 'Xiao Li and Hupo']","['Fantasy', 'Slice of Life']",2021-09-01 - 2023-08-19,26,221,20544,15061,,https://myanimelist.net/anime/54065/Xiao_Li_yu_Hupo
54071,"['Spookiz Specials', '스푸키즈']","['Comedy', 'Supernatural']",2014-10-20 - Present,,127,22492,14112,,https://myanimelist.net/anime/54071/Spookiz_Specials
54075,"['Kanojo, Okarishimasu 2nd Season: Kanokari Call', 'Kanojo', 'Okarishimasu Call', 'かのかりコール', 'Rent-a-Girlfriend Season 2: Kanokari Call']","['Comedy', 'Romance']",2022-10-26 - 2023-01-25,24,3302,10008,8111,6.3,https://myanimelist.net/anime/54075/Kanojo_Okarishimasu_2nd_Season__Kanokari_Call
54084,"['Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life Mini Anime', '解雇された暗黒兵士(30代)のスローなセカンドライフ ミニキャラアニメ', ""Chillin' in My 30s after Getting Fired from the Demon King's Army Mini Anime""]","['Comedy', 'Fantasy']",2023-01-11 - 2023-04-01,12,1695,12144,9803,5.98,https://myanimelist.net/anime/54084/Kaiko_sareta_Ankoku_Heishi_30-dai_no_Slow_na_Second_Life_Mini_Anime
54103,"['Hikikomari Kyuuketsuki no Monmon', ""The Shut-In Vampire Princess' Worries"", 'ひきこまり吸血姫の悶々', 'The Vexations of a Shut-In Vampire Princess']","['Comedy', 'Fantasy']",2023-10-07 - 2023-12-30,12,112461,1998,3527,7.16,https://myanimelist.net/anime/54103/Hikikomari_Kyuuketsuki_no_Monmon
54112,"['Zom 100: Zombie ni Naru made ni Shitai 100 no Koto', 'Bucket List of The Dead', 'Zombie 100: 100 Things I Want to do Before I Become a Zombie', 'ゾン100～ゾンビになるまでにしたい100のこと～', 'Zom 100: Bucket List of the Dead']","['Action', 'Comedy', 'Horror', 'Supernatural', 'Suspense']",2023-07-09 - 2023-12-26,12,575692,393,1072,7.78,https://myanimelist.net/anime/54112/Zom_100__Zombie_ni_Naru_made_ni_Shitai_100_no_Koto
54120,"['RabbiTube Mini', 'RabbiTube mini']",['Comedy'],2023-01-25 - 2023-12-24,16,353,18341,18224,,https://myanimelist.net/anime/54120/RabbiTube_Mini
54123,"['Shixiong A Shixiong', 'Wo Shixiong Shizai Tai Wenjian Le', '师兄啊师兄', 'My Senior Brother Is Too Steady']","['Action', 'Adventure', 'Fantasy']",2023-01-19 - 2023-04-06,13,2004,11629,1456,7.62,https://myanimelist.net/anime/54123/Shixiong_A_Shixiong
54124,"['Jian Yu Feng Yun 2nd Season', 'Jian Yu Chuanqi 2', '剑域风云 第二季', 'The Legend of Sword Domain 2nd Season']","['Action', 'Adventure', 'Fantasy']",2023-01-15 - 2023-07-08,52,1120,13516,5394,6.77,https://myanimelist.net/anime/54124/Jian_Yu_Feng_Yun_2nd_Season
54128,"['Dudadakung 3rd Season', '두다다쿵 3기', 'Duda & Dada 3rd Season']",['Fantasy'],2020-12-28 - 2021-03-23,26,108,23245,17271,,https://myanimelist.net/anime/54128/Dudadakung_3rd_Season
54129,"['Mouse Doubutsuen', 'Mausu Doubutsuen', 'Mouse Zoo', 'マウスどうぶつえん']",['Comedy'],2016-08-29 - Present,,101,23555,19887,,https://myanimelist.net/anime/54129/Mouse_Doubutsuen
54133,"['Ijiranaide, Nagatoro-san 2nd Attack Mini Anime', 'イジらないで、長瀞さん 2nd Attack ミニアニメ', ""Don't Toy with Me, Miss Nagatoro 2nd Attack Mini Anime""]",['Comedy'],2023-01-08 - 2023-03-26,12,3452,9874,8931,6.15,https://myanimelist.net/anime/54133/Ijiranaide_Nagatoro-san_2nd_Attack_Mini_Anime
54142,"['Cardfight!! Vanguard: Divinez', 'カードファイト!! ヴァンガード DivineZ', 'Cardfight!! Vanguard Divinez']",['Action'],2024-01-13 - 2024-04-20,13,3299,10010,4271,7.01,https://myanimelist.net/anime/54142/Cardfight_Vanguard__Divinez
54143,"['Cardfight!! Vanguard: Divinez Season 2', 'カードファイト!! ヴァンガード Divinez Season2', 'Cardfight!! Vanguard Divinez Season 2']",['Action'],2024-07-06 - Present,,1927,11763,4631,6.92,https://myanimelist.net/anime/54143/Cardfight_Vanguard__Divinez_Season_2
54144,"['Cardfight!! Vanguard: D Series Season 8', 'カードファイト!! ヴァンガード: Dシリーズ']",['Action'],2025-01-01 - Present,,536,16248,,,https://myanimelist.net/anime/54144/Cardfight_Vanguard__D_Series_Season_8
54145,"['Cardfight!! Vanguard: D Series Season 9', 'カードファイト!! ヴァンガード: Dシリーズ']",['Action'],2025-07-01 - Present,,486,16681,,,https://myanimelist.net/anime/54145/Cardfight_Vanguard__D_Series_Season_9
54178,"['Yorozu Kotto Yamagashi', 'Yorozu Kotto Yamakashi', 'よろず骨董 山樫', 'Various Antiques Yamagashi']",[],2011-10-14 - 2012-03-02,6,159,21709,15573,,https://myanimelist.net/anime/54178/Yorozu_Kotto_Yamagashi
54197,"['Chou Futsuu Ken Chiba Densetsu', 'The Legend of Super normal Pref. CHIBA', '超普通県チバ伝説']","['Comedy', 'Fantasy']",2024-01-05 - 2024-03-29,13,5361,8511,12708,5.14,https://myanimelist.net/anime/54197/Chou_Futsuu_Ken_Chiba_Densetsu
54198,"['Yoru wa Neko to Issho Season 2', 'Zutto Neko Shoshinsha', '夜は猫といっしょ Season2', 'Nights with a Cat Season 2']",['Comedy'],2023-03-08 - 2023-11-15,30,3809,9574,3584,7.15,https://myanimelist.net/anime/54198/Yoru_wa_Neko_to_Issho_Season_2
54199,"['Kaii to Otome to Kamikakushi', 'Mysteries', 'Maidens', 'And Mysterious Disappearances', 'Totokami', '怪異と乙女と神隠し', 'Mysterious Disappearances']","['Mystery', 'Supernatural', 'Ecchi']",2024-04-10 - 2024-06-26,12,86525,2356,5361,6.77,https://myanimelist.net/anime/54199/Kaii_to_Otome_to_Kamikakushi
54210,"['Niehime to Kemono no Ou Mini Anime', '贄姫と獣の王 ミニアニメ']","['Comedy', 'Fantasy']",2022-11-21 - 2023-09-28,44,703,15112,10326,5.88,https://myanimelist.net/anime/54210/Niehime_to_Kemono_no_Ou_Mini_Anime
54216,"['Gunma-chan Season 2', 'ぐんまちゃん シーズン2']",['Slice of Life'],2023-04-08 - 2023-07-01,13,483,16711,17752,,https://myanimelist.net/anime/54216/Gunma-chan_Season_2
54218,"['Shinmai Renkinjutsushi no Tenpo Keiei Mini Anime: Onsen', '新米錬金術師の店舗経営 ミニアニメ 温泉']",['Comedy'],2022-12-23 - 2023-01-25,2,858,14468,10564,5.82,https://myanimelist.net/anime/54218/Shinmai_Renkinjutsushi_no_Tenpo_Keiei_Mini_Anime__Onsen
54224,"['Wo Shi Xuexiao Weiyi de Renlei', '我是学校唯一的人类']",['Comedy'],2023-01-17 - 2023-07-04,52,322,18806,14854,,https://myanimelist.net/anime/54224/Wo_Shi_Xuexiao_Weiyi_de_Renlei
54225,"['Inu ni Nattara Suki na Hito ni Hirowareta. Specials', '犬になったら好きな人に拾われた。OVA', 'My Life as Inukai-san’s Dog. OVA']","['Comedy', 'Ecchi']",2023-03-29 - 2023-04-26,2,21746,4845,12330,5.32,https://myanimelist.net/anime/54225/Inu_ni_Nattara_Suki_na_Hito_ni_Hirowareta_Specials
54227,"['Iyab! Space Jungle 2nd Season', 'Iyab! Seupeiseu Jeong-geul 2nd Season', '来自奇星的小伙伴', '이얍! 스페이스 정글 시즌2', 'Space Jungle 2nd Season']",['Comedy'],2016-01-01 - 2016-08-26,52,73,25503,18334,,https://myanimelist.net/anime/54227/Iyab_Space_Jungle_2nd_Season
54233,"['Sasayaku You ni Koi wo Utau', 'Whispering You a Love Song', 'Sasakoi', 'ささやくように恋を唄う', 'Whisper Me a Love Song']","['Drama', 'Girls Love']",2024-04-14 - Present,12,81964,2445,5048,6.84,https://myanimelist.net/anime/54233/Sasayaku_You_ni_Koi_wo_Utau
54234,"['Suki na Ko ga Megane wo Wasureta', 'Sukimega', '好きな子がめがねを忘れた', 'The Girl I Like Forgot Her Glasses']",['Comedy'],2023-07-04 - 2023-09-26,13,204190,1229,3591,7.14,https://myanimelist.net/anime/54234/Suki_na_Ko_ga_Megane_wo_Wasureta
54249,"['Code Geass: Hangyaku no Lelouch DVD Magazine: Omake Flash - Baba Theater', 'Code Geass: Lelouch of the Rebellion DVD Magazine: Extra Flash - Baba Theater']",['Comedy'],2007-12-21 - 2008-01-25,2,886,14353,12624,5.19,https://myanimelist.net/anime/54249/Code_Geass__Hangyaku_no_Lelouch_DVD_Magazine__Omake_Flash_-_Baba_Theater
54259,"['Rokudou no Onna-tachi', 'Rokudou no Akujo-tachi', '六道の悪女〈おんな〉たち', ""Rokudo's Bad Girls""]","['Comedy', 'Romance']",2023-04-08 - 2023-06-24,12,55218,3060,7476,6.41,https://myanimelist.net/anime/54259/Rokudou_no_Onna-tachi
54261,"['Bing Zhu Qi Hun Part 2', '兵主奇魂', 'The Soul of Soldier Master Part 2']","['Action', 'Adventure', 'Fantasy']",2023-01-24 - 2023-04-04,12,569,15948,8210,6.28,https://myanimelist.net/anime/54261/Bing_Zhu_Qi_Hun_Part_2
54265,"['Kekkon Yubiwa Monogatari', '結婚指輪物語', 'Tales of Wedding Rings']","['Action', 'Fantasy', 'Romance', 'Ecchi']",2024-01-06 - 2024-03-23,12,110999,2016,9371,6.07,https://myanimelist.net/anime/54265/Kekkon_Yubiwa_Monogatari
54275,"['Temple', 'てんぷる', 'TenPuru: No One Can Live on Loneliness']","['Comedy', 'Romance', 'Ecchi']",2023-07-09 - 2023-09-24,12,104072,2103,5778,6.7,https://myanimelist.net/anime/54275/Temple
54276,"['W Professors', 'W Professors', 'The Two Professors']",[],2018-09-25 - 2018-10-24,3,205,20825,14714,,https://myanimelist.net/anime/54276/W_Professors
54280,"['NHK Special Kyouryuu VS Honyuurui: 1-oku 5-senman Toshi no Tatakai', 'ＮＨＫスペシャル\u3000恐竜ＶＳほ乳類\u3000１億５千万年の戦い']","['Action', 'Adventure']",2006-07-16 - 2006-07-17,2,99,23712,20068,,https://myanimelist.net/anime/54280/NHK_Special_Kyouryuu_VS_Honyuurui__1-oku_5-senman_Toshi_no_Tatakai
54284,"['VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta', 'VTuberなんだが配信切り忘れたら伝説になってた', 'VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream']",['Comedy'],2024-07-07 - 2024-09-22,12,56072,3037,3648,7.13,https://myanimelist.net/anime/54284/VTuber_Nandaga_Haishin_Kiri_Wasuretara_Densetsu_ni_Natteta
54285,"['Yao Shen Ji 7th Season', '妖神记 第7季', 'Tales of Demons and Gods Season 7']","['Action', 'Adventure', 'Fantasy', 'Romance']",2023-01-14 - 2023-07-08,52,2408,11041,1287,7.69,https://myanimelist.net/anime/54285/Yao_Shen_Ji_7th_Season
54291,"['Pinkfong Wonderstar', '핑크퐁 원더스타', 'Pinkfong Wonderstar']",[],2019-06-27 - 2020-01-09,26,111,23125,20482,,https://myanimelist.net/anime/54291/Pinkfong_Wonderstar
54293,"['Myeongtamjeong Pinkfong-gwa Hogi', 'Pinkfong and Hogi', '명탐정 핑크퐁과 호기', 'Pinkfong Wonderstar Part 2']",[],2020-09-24 - 2021-04-29,26,112,23057,19950,,https://myanimelist.net/anime/54293/Myeongtamjeong_Pinkfong-gwa_Hogi
54294,"['Dog Signal', 'ドッグシグナル']",['Slice of Life'],2023-10-22 - 2024-03-17,20,7285,7501,4047,7.05,https://myanimelist.net/anime/54294/Dog_Signal
54301,"['Overtake!', 'オーバーテイク！']",['Drama'],2023-10-01 - 2023-12-17,12,64369,2823,1915,7.5,https://myanimelist.net/anime/54301/Overtake
54309,"['Blue Archive the Animation', 'ブルーアーカイブ The Animation']","['Action', 'Fantasy']",2024-04-07 - 2024-06-23,12,61714,2889,3989,7.06,https://myanimelist.net/anime/54309/Blue_Archive_the_Animation
54361,"['Umi no Mukashibanashi', 'うみのむかしばなし']",['Fantasy'],2019-02-02 - Present,,117,22858,14681,,https://myanimelist.net/anime/54361/Umi_no_Mukashibanashi
